pitcher_name,pitcher_id,game_date,season,team,opponent,strikeouts,innings_pitched,batters_faced,hits,walks,is_home,park_k_factor,days_rest,game_id
Luis Castillo,10021,2023-03-30,2023,PHI,LAA,11,7.3,38,9,2,1,1.01,5,2023_10021_0
Luis Castillo,10021,2023-04-01,2023,PHI,CIN,6,6.0,27,6,2,1,1.01,2,2023_10021_1
Luis Castillo,10021,2023-04-08,2023,PHI,ARI,9,7.0,29,9,1,0,1.03,7,2023_10021_2
Luis Castillo,10021,2023-04-10,2023,PHI,TBR,17,8.7,37,10,4,1,1.01,2,2023_10021_3
Luis Castillo,10021,2023-04-13,2023,PHI,MIL,9,5.0,21,7,2,1,1.01,3,2023_10021_4
Luis Castillo,10021,2023-05-01,2023,PHI,DET,11,6.3,23,6,3,0,1.0,18,2023_10021_5
Luis Castillo,10021,2023-05-15,2023,PHI,HOU,7,5.7,28,6,1,1,1.01,14,2023_10021_6
Luis Castillo,10021,2023-05-20,2023,PHI,PIT,7,8.0,34,5,3,0,1.0,5,2023_10021_7
Luis Castillo,10021,2023-05-22,2023,PHI,KCR,1,4.7,21,3,1,0,0.96,2,2023_10021_8
Luis Castillo,10021,2023-06-06,2023,PHI,SDP,13,9.0,37,12,3,0,1.08,15,2023_10021_9
Luis Castillo,10021,2023-06-13,2023,PHI,CIN,4,5.3,25,5,2,0,1.0,7,2023_10021_10
Luis Castillo,10021,2023-06-27,2023,PHI,SEA,7,6.3,25,5,1,1,1.01,14,2023_10021_11
Luis Castillo,10021,2023-06-30,2023,PHI,OAK,4,5.3,26,7,2,1,1.01,3,2023_10021_12
Luis Castillo,10021,2023-07-03,2023,PHI,SFG,10,7.0,30,6,1,1,1.01,3,2023_10021_13
Luis Castillo,10021,2023-07-08,2023,PHI,BAL,7,5.7,23,6,2,1,1.01,5,2023_10021_14
Luis Castillo,10021,2023-07-24,2023,PHI,ARI,12,8.0,33,9,3,0,1.03,16,2023_10021_15
Luis Castillo,10021,2023-07-30,2023,PHI,TOR,7,6.3,31,5,2,0,1.0,6,2023_10021_16
Luis Castillo,10021,2023-08-07,2023,PHI,LAA,14,7.0,31,8,2,0,0.99,8,2023_10021_17
Luis Castillo,10021,2023-08-09,2023,PHI,MIA,6,9.0,35,12,4,1,1.01,2,2023_10021_18
Luis Castillo,10021,2023-08-13,2023,PHI,MIN,12,7.3,29,7,3,1,1.01,4,2023_10021_19
Luis Castillo,10021,2023-08-15,2023,PHI,HOU,3,5.3,20,7,1,1,1.01,2,2023_10021_20
Luis Castillo,10021,2023-08-26,2023,PHI,NYM,10,6.3,30,4,3,1,1.01,11,2023_10021_21
Luis Castillo,10021,2023-08-28,2023,PHI,TBR,14,6.3,27,6,4,1,1.01,2,2023_10021_22
Luis Castillo,10021,2023-08-30,2023,PHI,TOR,7,7.0,33,6,3,1,1.01,2,2023_10021_23
Luis Castillo,10021,2023-09-04,2023,PHI,SDP,5,4.3,20,4,0,1,1.01,5,2023_10021_24
Luis Castillo,10021,2023-09-06,2023,PHI,LAD,7,8.7,36,7,4,1,1.01,2,2023_10021_25
Luis Castillo,10021,2023-09-17,2023,PHI,SDP,12,5.0,21,5,1,1,1.01,11,2023_10021_26
Luis Castillo,10021,2023-09-20,2023,PHI,OAK,10,5.0,23,6,1,1,1.01,3,2023_10021_27
Luis Castillo,10021,2023-09-23,2023,PHI,LAD,4,5.0,25,5,2,0,1.03,3,2023_10021_28
Brandon Woodruff,10022,2023-03-29,2023,WSN,DET,3,3.7,13,3,1,0,1.0,5,2023_10022_0
Brandon Woodruff,10022,2023-04-07,2023,WSN,MIA,4,8.0,30,11,2,1,1.01,9,2023_10022_1
Brandon Woodruff,10022,2023-04-11,2023,WSN,TOR,7,5.7,25,5,3,0,1.0,4,2023_10022_2
Brandon Woodruff,10022,2023-04-27,2023,WSN,MIA,6,6.3,26,7,1,0,0.98,16,2023_10022_3
Brandon Woodruff,10022,2023-05-03,2023,WSN,ATL,0,6.0,28,7,2,0,1.02,6,2023_10022_4
Brandon Woodruff,10022,2023-05-09,2023,WSN,LAA,8,6.3,28,7,2,1,1.01,6,2023_10022_5
Brandon Woodruff,10022,2023-05-17,2023,WSN,BOS,6,6.0,27,8,2,0,0.98,8,2023_10022_6
Brandon Woodruff,10022,2023-05-18,2023,WSN,NYY,1,6.0,23,7,1,0,0.99,1,2023_10022_7
Brandon Woodruff,10022,2023-05-20,2023,WSN,ARI,1,5.7,25,7,2,1,1.01,2,2023_10022_8
Brandon Woodruff,10022,2023-05-21,2023,WSN,ATL,4,6.3,25,8,3,1,1.01,1,2023_10022_9
Brandon Woodruff,10022,2023-05-23,2023,WSN,TBR,5,5.3,18,7,2,0,1.05,2,2023_10022_10
Brandon Woodruff,10022,2023-05-30,2023,WSN,SEA,3,5.3,26,5,3,0,1.04,7,2023_10022_11
Brandon Woodruff,10022,2023-06-17,2023,WSN,TEX,3,5.0,18,5,2,0,0.99,18,2023_10022_12
Brandon Woodruff,10022,2023-06-30,2023,WSN,DET,8,7.0,32,8,2,1,1.01,13,2023_10022_13
Brandon Woodruff,10022,2023-07-12,2023,WSN,MIA,5,6.0,29,6,3,0,0.98,12,2023_10022_14
Brandon Woodruff,10022,2023-07-19,2023,WSN,KCR,8,6.3,22,8,1,0,0.96,7,2023_10022_15
Brandon Woodruff,10022,2023-07-22,2023,WSN,MIA,5,5.0,17,7,1,0,0.98,3,2023_10022_16
Brandon Woodruff,10022,2023-07-29,2023,WSN,MIA,1,4.7,20,7,1,1,1.01,7,2023_10022_17
Brandon Woodruff,10022,2023-08-02,2023,WSN,MIL,2,4.3,19,5,1,1,1.01,4,2023_10022_18
Brandon Woodruff,10022,2023-08-06,2023,WSN,CHC,5,4.0,14,4,2,1,1.01,4,2023_10022_19
Brandon Woodruff,10022,2023-08-07,2023,WSN,NYM,5,4.7,24,4,1,1,1.01,1,2023_10022_20
Brandon Woodruff,10022,2023-08-19,2023,WSN,CHW,3,4.3,20,2,1,0,0.99,12,2023_10022_21
Brandon Woodruff,10022,2023-08-25,2023,WSN,STL,3,5.0,23,4,1,0,1.0,6,2023_10022_22
Brandon Woodruff,10022,2023-08-28,2023,WSN,KCR,4,6.3,29,10,1,0,0.96,3,2023_10022_23
Brandon Woodruff,10022,2023-08-31,2023,WSN,KCR,2,5.3,20,2,2,1,1.01,3,2023_10022_24
Brandon Woodruff,10022,2023-09-03,2023,WSN,NYY,1,7.3,29,5,3,1,1.01,3,2023_10022_25
Brandon Woodruff,10022,2023-09-06,2023,WSN,NYM,4,5.0,22,6,3,1,1.01,3,2023_10022_26
Brandon Woodruff,10022,2023-09-10,2023,WSN,PHI,1,4.7,20,5,2,1,1.01,4,2023_10022_27
Brandon Woodruff,10022,2023-09-13,2023,WSN,NYM,9,8.7,36,10,3,1,1.01,3,2023_10022_28
Brandon Woodruff,10022,2023-09-23,2023,WSN,BOS,5,5.3,24,4,3,0,0.98,10,2023_10022_29
Brandon Woodruff,10022,2023-09-28,2023,WSN,BOS,7,7.0,26,10,2,1,1.01,5,2023_10022_30
Pablo Lopez,10025,2023-03-28,2023,MIN,MIA,9,4.7,27,5,2,1,1.0,5,2023_10025_0
Pablo Lopez,10025,2023-04-01,2023,MIN,TBR,9,5.3,26,7,2,0,1.05,4,2023_10025_1
Pablo Lopez,10025,2023-04-04,2023,MIN,CIN,6,5.7,21,7,2,1,1.0,3,2023_10025_2
Pablo Lopez,10025,2023-04-10,2023,MIN,PHI,3,4.7,19,4,1,0,1.01,6,2023_10025_3
Pablo Lopez,10025,2023-04-20,2023,MIN,MIL,6,5.7,25,7,0,1,1.0,10,2023_10025_4
Pablo Lopez,10025,2023-04-28,2023,MIN,NYM,10,4.7,18,5,1,0,1.06,8,2023_10025_5
Pablo Lopez,10025,2023-05-06,2023,MIN,OAK,6,5.7,24,6,1,0,1.0,8,2023_10025_6
Pablo Lopez,10025,2023-05-11,2023,MIN,SDP,6,6.0,23,7,1,0,1.08,5,2023_10025_7
Pablo Lopez,10025,2023-05-16,2023,MIN,ATL,2,4.0,19,4,1,1,1.0,5,2023_10025_8
Pablo Lopez,10025,2023-05-19,2023,MIN,PHI,15,6.3,22,7,1,1,1.0,3,2023_10025_9
Pablo Lopez,10025,2023-05-23,2023,MIN,KCR,7,4.3,23,2,1,1,1.0,4,2023_10025_10
Pablo Lopez,10025,2023-05-25,2023,MIN,LAA,9,5.3,21,7,1,0,0.99,2,2023_10025_11
Pablo Lopez,10025,2023-05-28,2023,MIN,PIT,7,6.3,27,7,2,0,1.0,3,2023_10025_12
Pablo Lopez,10025,2023-05-29,2023,MIN,TOR,7,6.0,26,3,2,0,1.0,1,2023_10025_13
Pablo Lopez,10025,2023-05-31,2023,MIN,WSN,2,4.0,21,3,1,0,1.01,2,2023_10025_14
Pablo Lopez,10025,2023-06-04,2023,MIN,TEX,3,5.7,22,8,2,1,1.0,4,2023_10025_15
Pablo Lopez,10025,2023-06-08,2023,MIN,CLE,9,7.7,32,11,4,0,1.04,4,2023_10025_16
Pablo Lopez,10025,2023-06-15,2023,MIN,CIN,15,4.7,22,6,2,0,1.0,7,2023_10025_17
Pablo Lopez,10025,2023-06-16,2023,MIN,TEX,5,3.3,16,4,1,1,1.0,1,2023_10025_18
Pablo Lopez,10025,2023-06-18,2023,MIN,LAD,6,5.3,26,6,2,1,1.0,2,2023_10025_19
Pablo Lopez,10025,2023-06-21,2023,MIN,STL,7,7.7,36,9,1,0,1.0,3,2023_10025_20
Pablo Lopez,10025,2023-06-23,2023,MIN,LAA,7,5.0,23,5,3,1,1.0,2,2023_10025_21
Pablo Lopez,10025,2023-06-26,2023,MIN,TBR,12,7.7,34,8,2,0,1.05,3,2023_10025_22
Pablo Lopez,10025,2023-06-27,2023,MIN,SDP,1,3.3,11,3,2,0,1.08,1,2023_10025_23
Pablo Lopez,10025,2023-06-29,2023,MIN,PIT,3,4.3,22,3,1,0,1.0,2,2023_10025_24
Pablo Lopez,10025,2023-07-01,2023,MIN,OAK,2,3.7,17,2,0,0,1.0,2,2023_10025_25
Pablo Lopez,10025,2023-07-24,2023,MIN,MIL,3,3.3,14,1,1,1,1.0,23,2023_10025_26
Pablo Lopez,10025,2023-08-03,2023,MIN,TEX,5,3.0,12,3,0,1,1.0,10,2023_10025_27
Pablo Lopez,10025,2023-08-28,2023,MIN,PIT,7,6.3,31,8,3,1,1.0,25,2023_10025_28
Pablo Lopez,10025,2023-09-10,2023,MIN,BOS,8,6.3,28,7,3,1,1.0,13,2023_10025_29
Pablo Lopez,10025,2023-09-23,2023,MIN,TOR,3,4.7,21,2,0,0,1.0,13,2023_10025_30
Pablo Lopez,10025,2023-09-29,2023,MIN,MIA,4,4.0,15,6,1,1,1.0,6,2023_10025_31
Tarik Skubal,10026,2023-03-28,2023,PHI,SDP,6,5.0,21,6,2,1,1.01,5,2023_10026_0
Tarik Skubal,10026,2023-04-03,2023,PHI,BAL,6,4.3,16,5,3,1,1.01,6,2023_10026_1
Tarik Skubal,10026,2023-04-12,2023,PHI,LAA,9,4.3,18,4,3,1,1.01,9,2023_10026_2
Tarik Skubal,10026,2023-04-13,2023,PHI,ARI,4,5.3,23,6,2,0,1.03,1,2023_10026_3
Tarik Skubal,10026,2023-05-03,2023,PHI,BOS,7,5.7,21,8,2,1,1.01,20,2023_10026_4
Tarik Skubal,10026,2023-05-04,2023,PHI,CLE,3,4.3,18,4,1,0,1.04,1,2023_10026_5
Tarik Skubal,10026,2023-05-05,2023,PHI,LAA,8,6.7,30,6,2,0,0.99,1,2023_10026_6
Tarik Skubal,10026,2023-05-11,2023,PHI,ATL,4,5.3,23,5,2,1,1.01,6,2023_10026_7
Tarik Skubal,10026,2023-05-14,2023,PHI,ATL,5,6.0,27,6,3,1,1.01,3,2023_10026_8
Tarik Skubal,10026,2023-06-12,2023,PHI,CHC,4,4.0,20,3,2,0,0.97,29,2023_10026_9
Tarik Skubal,10026,2023-06-15,2023,PHI,MIA,4,5.0,19,6,2,0,0.98,3,2023_10026_10
Tarik Skubal,10026,2023-06-23,2023,PHI,MIN,7,4.3,18,5,1,1,1.01,8,2023_10026_11
Tarik Skubal,10026,2023-07-03,2023,PHI,TOR,2,4.7,18,7,0,0,1.0,10,2023_10026_12
Tarik Skubal,10026,2023-07-10,2023,PHI,CHW,2,6.7,28,9,3,1,1.01,7,2023_10026_13
Tarik Skubal,10026,2023-07-13,2023,PHI,WSN,7,6.7,28,6,1,1,1.01,3,2023_10026_14
Tarik Skubal,10026,2023-07-16,2023,PHI,MIA,7,6.3,26,5,3,1,1.01,3,2023_10026_15
Tarik Skubal,10026,2023-07-17,2023,PHI,MIL,7,5.0,17,3,2,0,1.05,1,2023_10026_16
Tarik Skubal,10026,2023-07-18,2023,PHI,COL,4,7.3,30,4,1,0,0.92,1,2023_10026_17
Tarik Skubal,10026,2023-07-25,2023,PHI,MIA,4,5.3,20,5,1,0,0.98,7,2023_10026_18
Tarik Skubal,10026,2023-07-30,2023,PHI,SDP,4,4.3,16,3,2,1,1.01,5,2023_10026_19
Tarik Skubal,10026,2023-08-08,2023,PHI,MIA,6,6.3,24,4,2,1,1.01,9,2023_10026_20
Tarik Skubal,10026,2023-08-12,2023,PHI,CHC,2,7.0,31,7,2,0,0.97,4,2023_10026_21
Tarik Skubal,10026,2023-08-15,2023,PHI,CIN,5,6.0,23,5,2,0,1.0,3,2023_10026_22
Tarik Skubal,10026,2023-08-29,2023,PHI,TOR,8,6.7,26,5,2,0,1.0,14,2023_10026_23
Tarik Skubal,10026,2023-08-30,2023,PHI,NYM,6,4.0,18,3,2,0,1.06,1,2023_10026_24
Tarik Skubal,10026,2023-08-31,2023,PHI,OAK,16,6.7,27,5,2,0,1.0,1,2023_10026_25
Tarik Skubal,10026,2023-09-05,2023,PHI,LAA,5,5.3,23,6,2,1,1.01,5,2023_10026_26
Tarik Skubal,10026,2023-09-07,2023,PHI,SFG,2,3.7,17,4,2,0,1.03,2,2023_10026_27
Tarik Skubal,10026,2023-09-12,2023,PHI,TBR,14,5.3,25,6,2,1,1.01,5,2023_10026_28
Tarik Skubal,10026,2023-09-15,2023,PHI,ARI,0,6.0,27,7,2,0,1.03,3,2023_10026_29
Tarik Skubal,10026,2023-09-16,2023,PHI,NYM,4,4.0,17,5,2,0,1.06,1,2023_10026_30
Tarik Skubal,10026,2023-09-25,2023,PHI,LAD,10,6.0,28,4,4,1,1.01,9,2023_10026_31
Sonny Gray,10027,2023-03-29,2023,TOR,SFG,1,4.0,18,2,3,1,1.0,5,2023_10027_0
Sonny Gray,10027,2023-04-13,2023,TOR,DET,2,4.3,16,7,2,0,1.0,15,2023_10027_1
Sonny Gray,10027,2023-05-02,2023,TOR,CIN,3,4.0,15,3,2,1,1.0,19,2023_10027_2
Sonny Gray,10027,2023-05-09,2023,TOR,NYM,2,3.0,15,0,1,1,1.0,7,2023_10027_3
Sonny Gray,10027,2023-05-10,2023,TOR,CHC,5,6.0,26,8,1,0,0.97,1,2023_10027_4
Sonny Gray,10027,2023-05-12,2023,TOR,STL,2,4.3,17,4,1,0,1.0,2,2023_10027_5
Sonny Gray,10027,2023-05-15,2023,TOR,ARI,6,4.3,15,7,2,0,1.03,3,2023_10027_6
Sonny Gray,10027,2023-05-20,2023,TOR,SEA,0,3.7,24,2,1,1,1.0,5,2023_10027_7
Sonny Gray,10027,2023-06-05,2023,TOR,CHC,5,4.0,14,4,1,0,0.97,16,2023_10027_8
Sonny Gray,10027,2023-06-07,2023,TOR,KCR,4,5.7,33,7,3,0,0.96,2,2023_10027_9
Sonny Gray,10027,2023-06-10,2023,TOR,MIN,9,4.0,19,7,1,0,1.0,3,2023_10027_10
Sonny Gray,10027,2023-06-12,2023,TOR,COL,5,4.7,19,5,1,1,1.0,2,2023_10027_11
Sonny Gray,10027,2023-06-13,2023,TOR,OAK,3,3.0,11,3,1,1,1.0,1,2023_10027_12
Sonny Gray,10027,2023-07-11,2023,TOR,STL,5,3.0,17,4,0,1,1.0,28,2023_10027_13
Sonny Gray,10027,2023-07-16,2023,TOR,LAD,2,3.0,10,2,0,0,1.03,5,2023_10027_14
Sonny Gray,10027,2023-07-26,2023,TOR,DET,1,3.0,11,5,1,0,1.0,10,2023_10027_15
Sonny Gray,10027,2023-07-29,2023,TOR,BOS,3,3.0,14,3,0,1,1.0,3,2023_10027_16
Sonny Gray,10027,2023-08-16,2023,TOR,CIN,3,5.0,22,5,2,1,1.0,18,2023_10027_17
Sonny Gray,10027,2023-08-19,2023,TOR,SDP,3,5.7,24,6,2,0,1.08,3,2023_10027_18
Sonny Gray,10027,2023-08-21,2023,TOR,MIA,3,5.0,20,2,2,0,0.98,2,2023_10027_19
Sonny Gray,10027,2023-08-24,2023,TOR,SDP,5,4.7,22,4,2,0,1.08,3,2023_10027_20
Sonny Gray,10027,2023-08-25,2023,TOR,BOS,1,5.0,17,6,2,0,0.98,1,2023_10027_21
Sonny Gray,10027,2023-08-26,2023,TOR,SFG,8,4.7,18,4,3,0,1.03,1,2023_10027_22
Sonny Gray,10027,2023-09-11,2023,TOR,CIN,7,4.0,21,2,3,0,1.0,16,2023_10027_23
Sonny Gray,10027,2023-09-18,2023,TOR,TEX,2,6.0,21,5,2,1,1.0,7,2023_10027_24
Sonny Gray,10027,2023-09-20,2023,TOR,CIN,5,5.0,19,4,2,1,1.0,2,2023_10027_25
Sonny Gray,10027,2023-09-22,2023,TOR,SEA,1,3.0,14,3,1,1,1.0,2,2023_10027_26
Sonny Gray,10027,2023-09-24,2023,TOR,WSN,1,4.0,17,1,1,0,1.01,2,2023_10027_27
Sonny Gray,10027,2023-09-27,2023,TOR,MIA,1,4.7,20,5,3,1,1.0,3,2023_10027_28
Sonny Gray,10027,2023-09-28,2023,TOR,MIN,6,6.0,27,9,2,0,1.0,1,2023_10027_29
Julio Urias,10030,2023-04-12,2023,ATL,SFG,4,5.0,19,9,2,0,1.03,5,2023_10030_0
Julio Urias,10030,2023-04-15,2023,ATL,CLE,1,4.7,24,6,2,0,1.04,3,2023_10030_1
Julio Urias,10030,2023-05-01,2023,ATL,SEA,2,3.0,15,3,1,0,1.04,16,2023_10030_2
Julio Urias,10030,2023-05-21,2023,ATL,NYY,6,4.3,17,6,0,1,1.02,20,2023_10030_3
Julio Urias,10030,2023-05-27,2023,ATL,PHI,3,3.7,16,3,2,0,1.01,6,2023_10030_4
Julio Urias,10030,2023-05-29,2023,ATL,SDP,0,4.0,22,3,1,1,1.02,2,2023_10030_5
Julio Urias,10030,2023-06-05,2023,ATL,MIL,0,3.0,11,4,1,0,1.05,7,2023_10030_6
Julio Urias,10030,2023-06-24,2023,ATL,TOR,1,3.0,14,4,1,1,1.02,19,2023_10030_7
Julio Urias,10030,2023-06-25,2023,ATL,WSN,5,6.0,27,9,2,0,1.01,1,2023_10030_8
Julio Urias,10030,2023-07-08,2023,ATL,SFG,6,6.0,29,7,2,1,1.02,13,2023_10030_9
Julio Urias,10030,2023-07-11,2023,ATL,OAK,4,5.3,23,6,2,0,1.0,3,2023_10030_10
Julio Urias,10030,2023-07-27,2023,ATL,COL,3,4.3,18,5,2,0,0.92,16,2023_10030_11
Julio Urias,10030,2023-07-31,2023,ATL,LAD,1,5.0,21,5,2,0,1.03,4,2023_10030_12
Julio Urias,10030,2023-08-03,2023,ATL,NYY,9,5.3,21,6,1,0,0.99,3,2023_10030_13
Julio Urias,10030,2023-08-04,2023,ATL,TEX,2,4.3,15,5,1,1,1.02,1,2023_10030_14
Julio Urias,10030,2023-08-06,2023,ATL,SDP,5,3.3,16,5,0,1,1.02,2,2023_10030_15
Julio Urias,10030,2023-08-08,2023,ATL,BOS,4,6.7,25,4,1,0,0.98,2,2023_10030_16
Julio Urias,10030,2023-08-09,2023,ATL,CHC,7,7.0,30,6,4,0,0.97,1,2023_10030_17
Julio Urias,10030,2023-08-15,2023,ATL,SEA,0,3.7,13,2,2,1,1.02,6,2023_10030_18
Julio Urias,10030,2023-08-21,2023,ATL,SEA,4,4.0,15,1,1,1,1.02,6,2023_10030_19
Julio Urias,10030,2023-08-30,2023,ATL,NYM,9,5.3,22,7,1,0,1.06,9,2023_10030_20
Julio Urias,10030,2023-09-01,2023,ATL,BOS,6,5.3,19,5,2,0,0.98,2,2023_10030_21
Julio Urias,10030,2023-09-06,2023,ATL,NYM,6,4.7,25,4,2,0,1.06,5,2023_10030_22
Julio Urias,10030,2023-09-07,2023,ATL,SEA,3,7.7,33,5,2,1,1.02,1,2023_10030_23
Julio Urias,10030,2023-09-10,2023,ATL,STL,1,7.0,28,6,2,1,1.02,3,2023_10030_24
Julio Urias,10030,2023-09-14,2023,ATL,PHI,7,5.0,19,7,1,0,1.01,4,2023_10030_25
Julio Urias,10030,2023-09-18,2023,ATL,ARI,4,4.3,17,3,1,0,1.03,4,2023_10030_26
Joe Musgrove,10031,2023-04-16,2023,ATL,TEX,4,3.7,15,4,1,0,0.99,5,2023_10031_0
Joe Musgrove,10031,2023-04-23,2023,ATL,HOU,4,5.0,18,6,2,0,1.02,7,2023_10031_1
Joe Musgrove,10031,2023-04-27,2023,ATL,BOS,2,4.3,17,2,1,0,0.98,4,2023_10031_2
Joe Musgrove,10031,2023-05-04,2023,ATL,HOU,2,3.0,12,5,3,0,1.02,7,2023_10031_3
Joe Musgrove,10031,2023-05-19,2023,ATL,COL,2,5.3,22,6,1,0,0.92,15,2023_10031_4
Joe Musgrove,10031,2023-06-03,2023,ATL,SFG,3,3.0,10,3,1,0,1.03,15,2023_10031_5
Joe Musgrove,10031,2023-06-21,2023,ATL,SDP,2,3.0,10,5,1,1,1.02,18,2023_10031_6
Joe Musgrove,10031,2023-07-03,2023,ATL,SFG,3,5.7,23,6,3,0,1.03,12,2023_10031_7
Joe Musgrove,10031,2023-07-07,2023,ATL,HOU,2,3.0,18,1,0,1,1.02,4,2023_10031_8
Joe Musgrove,10031,2023-07-20,2023,ATL,MIN,2,3.3,11,6,0,0,1.0,13,2023_10031_9
Joe Musgrove,10031,2023-07-30,2023,ATL,CHC,3,3.0,19,4,0,1,1.02,10,2023_10031_10
Joe Musgrove,10031,2023-08-02,2023,ATL,ARI,0,4.7,22,2,1,1,1.02,3,2023_10031_11
Joe Musgrove,10031,2023-08-08,2023,ATL,MIN,1,4.0,14,4,1,1,1.02,6,2023_10031_12
Joe Musgrove,10031,2023-08-15,2023,ATL,DET,2,3.3,16,0,2,1,1.02,7,2023_10031_13
Joe Musgrove,10031,2023-08-18,2023,ATL,HOU,1,3.0,10,3,1,0,1.02,3,2023_10031_14
Joe Musgrove,10031,2023-09-13,2023,ATL,ARI,5,5.7,21,7,1,1,1.02,26,2023_10031_15
Joe Musgrove,10031,2023-09-14,2023,ATL,MIL,0,3.0,10,1,0,0,1.05,1,2023_10031_16
Lance McCullers,10032,2023-03-30,2023,MIN,SEA,9,4.7,18,6,1,0,1.04,5,2023_10032_0
Lance McCullers,10032,2023-04-13,2023,MIN,TBR,3,7.0,31,4,3,0,1.05,14,2023_10032_1
Lance McCullers,10032,2023-04-19,2023,MIN,PHI,8,6.7,31,4,1,0,1.01,6,2023_10032_2
Lance McCullers,10032,2023-04-23,2023,MIN,NYM,15,8.3,37,7,2,0,1.06,4,2023_10032_3
Lance McCullers,10032,2023-05-04,2023,MIN,OAK,6,5.7,19,8,3,1,1.0,11,2023_10032_4
Lance McCullers,10032,2023-05-06,2023,MIN,HOU,9,4.7,20,4,1,0,1.02,2,2023_10032_5
Lance McCullers,10032,2023-05-09,2023,MIN,CIN,4,5.3,22,4,2,1,1.0,3,2023_10032_6
Lance McCullers,10032,2023-05-14,2023,MIN,KCR,8,6.3,25,5,2,1,1.0,5,2023_10032_7
Lance McCullers,10032,2023-05-30,2023,MIN,LAD,6,4.7,16,4,2,1,1.0,16,2023_10032_8
Lance McCullers,10032,2023-05-31,2023,MIN,MIL,2,3.0,12,4,1,1,1.0,1,2023_10032_9
Lance McCullers,10032,2023-06-03,2023,MIN,MIL,4,4.3,18,8,2,0,1.05,3,2023_10032_10
Lance McCullers,10032,2023-06-06,2023,MIN,BAL,7,8.0,32,9,3,1,1.0,3,2023_10032_11
Lance McCullers,10032,2023-06-07,2023,MIN,NYM,6,3.7,18,3,1,0,1.06,1,2023_10032_12
Lance McCullers,10032,2023-06-24,2023,MIN,TEX,6,6.3,30,4,1,1,1.0,17,2023_10032_13
Lance McCullers,10032,2023-06-29,2023,MIN,NYY,6,5.7,20,7,2,1,1.0,5,2023_10032_14
Lance McCullers,10032,2023-06-30,2023,MIN,TOR,10,5.0,25,8,1,0,1.0,1,2023_10032_15
Lance McCullers,10032,2023-07-01,2023,MIN,OAK,5,3.7,18,3,2,1,1.0,1,2023_10032_16
Lance McCullers,10032,2023-07-05,2023,MIN,ATL,4,5.0,20,2,2,0,1.02,4,2023_10032_17
Lance McCullers,10032,2023-07-07,2023,MIN,ATL,5,8.7,36,7,3,1,1.0,2,2023_10032_18
Lance McCullers,10032,2023-07-11,2023,MIN,SFG,2,5.7,25,6,2,0,1.03,4,2023_10032_19
Lance McCullers,10032,2023-08-01,2023,MIN,BAL,11,7.7,31,8,3,1,1.0,21,2023_10032_20
Lance McCullers,10032,2023-08-11,2023,MIN,PIT,6,5.3,18,4,2,0,1.0,10,2023_10032_21
Lance McCullers,10032,2023-08-19,2023,MIN,PHI,11,6.0,27,7,1,1,1.0,8,2023_10032_22
Lance McCullers,10032,2023-09-04,2023,MIN,OAK,4,5.0,23,4,2,1,1.0,16,2023_10032_23
Lance McCullers,10032,2023-09-05,2023,MIN,DET,6,4.3,16,6,1,1,1.0,1,2023_10032_24
Lance McCullers,10032,2023-09-07,2023,MIN,NYM,3,7.0,27,7,3,1,1.0,2,2023_10032_25
Lance McCullers,10032,2023-09-09,2023,MIN,PIT,7,5.3,30,10,1,0,1.0,2,2023_10032_26
Lance McCullers,10032,2023-09-18,2023,MIN,DET,6,8.0,33,13,2,1,1.0,9,2023_10032_27
Lance McCullers,10032,2023-09-19,2023,MIN,CHW,5,5.7,25,7,3,1,1.0,1,2023_10032_28
Marcus Stroman,10033,2023-04-05,2023,PIT,PHI,4,5.3,26,5,0,0,1.01,5,2023_10033_0
Marcus Stroman,10033,2023-04-10,2023,PIT,KCR,6,7.3,29,6,1,1,1.0,5,2023_10033_1
Marcus Stroman,10033,2023-04-15,2023,PIT,MIL,7,5.0,24,4,3,0,1.05,5,2023_10033_2
Marcus Stroman,10033,2023-05-04,2023,PIT,CLE,3,4.3,17,3,0,1,1.0,19,2023_10033_3
Marcus Stroman,10033,2023-05-12,2023,PIT,SFG,2,3.3,15,5,2,1,1.0,8,2023_10033_4
Marcus Stroman,10033,2023-05-20,2023,PIT,TEX,4,6.3,22,6,2,1,1.0,8,2023_10033_5
Marcus Stroman,10033,2023-05-24,2023,PIT,OAK,6,7.7,33,9,1,1,1.0,4,2023_10033_6
Marcus Stroman,10033,2023-05-29,2023,PIT,ARI,5,4.7,18,5,1,0,1.03,5,2023_10033_7
Marcus Stroman,10033,2023-06-23,2023,PIT,ARI,2,5.3,22,5,2,1,1.0,25,2023_10033_8
Marcus Stroman,10033,2023-06-29,2023,PIT,CHW,2,3.0,11,3,1,0,0.99,6,2023_10033_9
Marcus Stroman,10033,2023-07-09,2023,PIT,SEA,2,5.0,24,7,2,0,1.04,10,2023_10033_10
Marcus Stroman,10033,2023-07-18,2023,PIT,CIN,2,5.3,21,5,2,1,1.0,9,2023_10033_11
Marcus Stroman,10033,2023-07-21,2023,PIT,ARI,0,3.0,12,2,1,0,1.03,3,2023_10033_12
Marcus Stroman,10033,2023-08-03,2023,PIT,SDP,3,3.3,11,6,1,1,1.0,13,2023_10033_13
Marcus Stroman,10033,2023-08-23,2023,PIT,BOS,1,4.0,16,4,2,1,1.0,20,2023_10033_14
